FID,id_objeto,nome,geometriaaproximada,nomeabrev,largura,extensao,operacional,situacaofisica,homologacao,tipopista,usopista,revestimento,geom
BCIM_Pista_Ponto_Pouso_P.40983,40983,Galletti II,Não,,25,1100,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-51.14611111181337 -2.951388889444399)
BCIM_Pista_Ponto_Pouso_P.40985,40985,Fazenda Fartura,Não,,20,900,Sim,Construída,Sim,Pista de pouso,Particular,Piçarra,POINT (-48.54000000078148 -3.1577777784374166)
BCIM_Pista_Ponto_Pouso_P.40993,40993,Fazenda Panorama,Não,,20,1450,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-56.26861111052825 -22.04444444292263)
BCIM_Pista_Ponto_Pouso_P.40995,40995,Santa Rosa,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-54.52222222133907 -27.90888888688241)
BCIM_Pista_Ponto_Pouso_P.40999,40999,Fazenda Três Marias,Não,,40,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-53.040555555316956 -19.49499999889578)
BCIM_Pista_Ponto_Pouso_P.41005,41005,Fazenda Lapa do Lobo,Não,,30,1534,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.970277777642494 -19.527222221220576)
BCIM_Pista_Ponto_Pouso_P.41007,41007,Carneirinho Agroindustrial S.A,Não,,25,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.78180434018692 -19.810457728910723)
BCIM_Pista_Ponto_Pouso_P.41009,41009,Fazenda Thauá,Não,,60,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-54.40888888868309 -17.713055554558803)
BCIM_Pista_Ponto_Pouso_P.40919,40919,Fazenda Vaticano,Não,,20,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.120261350414 -21.286565878665176)
BCIM_Pista_Ponto_Pouso_P.41011,41011,Fazenda Ykaraí,Não,,18,646,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.5927777779366 -14.543888888405789)
BCIM_Pista_Ponto_Pouso_P.41013,41013,Fazenda Alto Alegre,Não,,24,1340,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-51.7687432242134 -14.647938295293228)
BCIM_Pista_Ponto_Pouso_P.41019,41019,Agropecuária Floresta São Joaquim LDTA,Não,,18,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-60.652777777648076 -10.141666666078754)
BCIM_Pista_Ponto_Pouso_P.41023,41023,Arenápolis,Não,,40,650,Sim,Construída,Sim,Pista de pouso,Público,Cascalho,POINT (-57.01722222205898 -14.50027777696151)
BCIM_Pista_Ponto_Pouso_P.41027,41027,Fazenda Aruanã,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-51.58638888908051 -13.082777777386696)
BCIM_Pista_Ponto_Pouso_P.41029,41029,Fazenda Cachoeira,Não,,18,1100,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-53.33166666655416 -17.0891666657883)
BCIM_Pista_Ponto_Pouso_P.41031,41031,Fazenda Água Verde,Não,,30,1500,Sim,Construída,Sim,Pista de pouso,Particular,Argila,POINT (-57.45472222205859 -14.072777776980155)
BCIM_Pista_Ponto_Pouso_P.41039,41039,Barra do Bugres,Não,,40,825,Sim,Construída,Sim,Pista de pouso,Público,Grama,POINT (-57.18305555535057 -15.058611110231068)
BCIM_Pista_Ponto_Pouso_P.41041,41041,Barcelos,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-62.91944444466641 -0.9811111112501492)
BCIM_Pista_Ponto_Pouso_P.41043,41043,Boa Fortuna,Não,,20,1130,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-49.49194444487811 -10.005000000010817)
BCIM_Pista_Ponto_Pouso_P.41049,41049,Barreirinha,Não,,23,1200,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-57.05611111156458 -2.796111111391312)
BCIM_Pista_Ponto_Pouso_P.41053,41053,Balbina,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-59.41027777815302 -1.9125000002379933)
BCIM_Pista_Ponto_Pouso_P.41055,41055,Brasimac,Não,,23,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-53.68430750092039 -13.417374988568023)
BCIM_Pista_Ponto_Pouso_P.41057,41057,Fazenda Barreirinhos,Não,,18,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.392777777506886 -16.946388887864337)
BCIM_Pista_Ponto_Pouso_P.41061,41061,Barracão Queimado,Não,,38,1260,Sim,Construída,Sim,Pista de pouso,Público,Argila,POINT (-59.71722222194402 -13.73361111022544)
BCIM_Pista_Ponto_Pouso_P.41063,41063,Borba,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-59.597777778016464 -4.40861111111721)
BCIM_Pista_Ponto_Pouso_P.41065,41065,Fazenda Beira Rio,Não,,25,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.81861111124134 -10.371111110760163)
BCIM_Pista_Ponto_Pouso_P.41085,41085,Fazenda São Sebastião da Formosa,Não,,20,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.75333333299479 -17.722222221101948)
BCIM_Pista_Ponto_Pouso_P.41087,41087,Fazenda Bela Vista,Não,,20,600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.80944444407299 -18.20666666549562)
BCIM_Pista_Ponto_Pouso_P.41089,41089,Fazenda Lambari,Não,,40,1200,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.00083333307681 -18.019722221164006)
BCIM_Pista_Ponto_Pouso_P.41091,41091,Fazenda Santa Gertrudes,Não,,18,660,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.02166666632469 -18.477777776620936)
BCIM_Pista_Ponto_Pouso_P.41095,41095,Fazenda Procomp I,Não,,40,1300,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-54.7147222216266 -23.646111109509036)
BCIM_Pista_Ponto_Pouso_P.41097,41097,Fazenda Torrão de Ouro,Não,,36,1560,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-54.49499999976195 -18.177499998952417)
BCIM_Pista_Ponto_Pouso_P.41099,41099,São Carlos,Não,,30,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.306388888230444 -22.214722220631867)
BCIM_Pista_Ponto_Pouso_P.41103,41103,Reserva Acurizal,Não,,30,700,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.55166666627416 -17.830833332160513)
BCIM_Pista_Ponto_Pouso_P.41105,41105,General Leite de Castro,Não,,30,1500,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-50.95611111107354 -17.83472222139203)
BCIM_Pista_Ponto_Pouso_P.41109,41109,Fazenda Dona Laura,Não,,18,790,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-58.208888888590636 -15.620277776787963)
BCIM_Pista_Ponto_Pouso_P.41113,41113,Fazenda Conceição,Não,,30,1050,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-58.21527777774376 -11.000277777238548)
BCIM_Pista_Ponto_Pouso_P.41115,41115,Fazenda Excalibur,Não,,23,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-60.36638888847732 -15.294444443371543)
BCIM_Pista_Ponto_Pouso_P.41121,41121,Fazenda Miura,Não,,30,1300,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-59.657222221846325 -15.440555554506286)
BCIM_Pista_Ponto_Pouso_P.41123,41123,Santo Antônio do Leverger,Não,,18,1200,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-56.08805555536646 -15.852499999099727)
BCIM_Pista_Ponto_Pouso_P.41127,41127,Fazenda Marimbondo,Não,,19,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-49.58833333335068 -17.977222221447654)
BCIM_Pista_Ponto_Pouso_P.41131,41131,Mineiros,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-52.55611111101148 -17.551944443560036)
BCIM_Pista_Ponto_Pouso_P.41045,41045,Pontes e Lacerda,Não,,30,1500,Sim,Construída,Sim,Pista de pouso,Público,Cascalho,POINT (-59.38521482103974 -15.193346120911853)
BCIM_Pista_Ponto_Pouso_P.41133,41133,Fazenda Caraíbas,Não,,18,1200,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-46.77555555592364 -13.386111110935131)
BCIM_Pista_Ponto_Pouso_P.41101,41101,Fazenda Córrego Azul,Não,,25,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-52.15683047002476 -21.440926710609716)
BCIM_Pista_Ponto_Pouso_P.41135,41135,Fazenda Bom Pastor,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-51.01777777786412 -15.542222221618228)
BCIM_Pista_Ponto_Pouso_P.41137,41137,Pousada Xaraés,Não,,32,650,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.96044997947085 -19.496275320780114)
BCIM_Pista_Ponto_Pouso_P.41141,41141,Buritizal Agropastoril LTDA,Não,,40,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-60.67499999991573 -9.300277777269303)
BCIM_Pista_Ponto_Pouso_P.41143,41143,Fazenda Forquilha,Não,,30,1150,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.8366666667788 -15.216388888326644)
BCIM_Pista_Ponto_Pouso_P.41147,41147,Fazenda Muiraquitã,Não,,40,1200,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-60.55055555541665 -10.416944443835506)
BCIM_Pista_Ponto_Pouso_P.41149,41149,Taguatinga,Não,,40,1200,Sim,Construída,Sim,Pista de pouso,Público,Cascalho,POINT (-46.4005555559824 -12.433888888823477)
BCIM_Pista_Ponto_Pouso_P.41151,41151,São Miguel do Araguaia,Não,,30,1500,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-50.20583333357199 -13.333888888544523)
BCIM_Pista_Ponto_Pouso_P.41153,41153,Fazenda Serra Alegre,Não,,25,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-59.191666666305565 -15.674166665619301)
BCIM_Pista_Ponto_Pouso_P.41157,41157,Fazenda Tapayuna,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.936666666773085 -10.70333333294424)
BCIM_Pista_Ponto_Pouso_P.41161,41161,Agro Pousadas do Guaporé,Não,,18,790,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-60.03444444408536 -14.768333332329568)
BCIM_Pista_Ponto_Pouso_P.41163,41163,Fazenda Santo Antônio do Paraíso,Não,,30,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.2283333330957 -17.491111110093602)
BCIM_Pista_Ponto_Pouso_P.41165,41165,Fazenda Goiasa,Não,,30,1000,Sim,Construída,Sim,Pista de pouso,Particular,Argila,POINT (-49.70055555556388 -18.050555554767932)
BCIM_Pista_Ponto_Pouso_P.41167,41167,JPO,Não,,18,790,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.76472222223446 -12.605277777213775)
BCIM_Pista_Ponto_Pouso_P.41169,41169,Carauari,Não,,18,1665,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-66.89555555531439 -4.878611110681802)
BCIM_Pista_Ponto_Pouso_P.41173,41173,Fazenda Curitiba,Não,,20,980,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-60.602499999673434 -13.622777776855337)
BCIM_Pista_Ponto_Pouso_P.41177,41177,Fazenda Cedro,Não,,20,1500,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-55.3949999998292 -16.19777777687993)
BCIM_Pista_Ponto_Pouso_P.41179,41179,Fazenda Confap,Não,,45,1500,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-60.47861111078596 -13.730277776851532)
BCIM_Pista_Ponto_Pouso_P.41181,41181,Fazenda Varjão Grande,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-51.299859745209204 -18.492674647128226)
BCIM_Pista_Ponto_Pouso_P.41183,41183,Fazenda Charqueada Norte,Não,,18,1050,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.06722222230623 -10.000277777396063)
BCIM_Pista_Ponto_Pouso_P.41185,41185,Coiniza,Não,,30,1600,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-59.20016338213091 -9.44513072677327)
BCIM_Pista_Ponto_Pouso_P.41189,41189,Fazenda Cocal,Não,,34,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-52.71722222238287 -12.683611110700046)
BCIM_Pista_Ponto_Pouso_P.41191,41191,Chácara Santa Eulália,Não,,20,740,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.41583333342276 -9.54666666630969)
BCIM_Pista_Ponto_Pouso_P.41193,41193,Fazenda Couto Magalhães,Não,,30,1900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-52.92694444452509 -13.990277777227915)
BCIM_Pista_Ponto_Pouso_P.41195,41195,Fazenda Saudade,Não,,24,1100,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-51.01500000016132 -14.143333332867861)
BCIM_Pista_Ponto_Pouso_P.41197,41197,Campo Novo dos Parecis,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.92638888872264 -13.64527777699682)
BCIM_Pista_Ponto_Pouso_P.41199,41199,Costa Marques,Não,,20,1495,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-64.25166666617277 -12.421666665663428)
BCIM_Pista_Ponto_Pouso_P.41203,41203,Confresa,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-51.567624601935414 -10.63403387726003)
BCIM_Pista_Ponto_Pouso_P.41205,41205,Complexo Turístico S. R. Pantanal Hotéis LTDA,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.78527777745883 -17.36861111002414)
BCIM_Pista_Ponto_Pouso_P.41213,41213,Fazenda Aparecida do Norte,Não,,20,700,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.976944444377445 -12.844722221570239)
BCIM_Pista_Ponto_Pouso_P.41217,41217,Fazenda Duas Âncoras - Seção Sede,Não,,40,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-52.173055555621055 -14.935833332729507)
BCIM_Pista_Ponto_Pouso_P.41219,41219,Fazenda Eldorado,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-52.218888888917014 -15.576944443774648)
BCIM_Pista_Ponto_Pouso_P.41221,41221,Fazenda Arco-íris,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Saibro,POINT (-53.57833333321669 -16.938333332457084)
BCIM_Pista_Ponto_Pouso_P.41223,41223,Fazenda Piratininga,Não,,20,1400,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.332222222481874 -12.821944444143403)
BCIM_Pista_Ponto_Pouso_P.41225,41225,Fazenda Braço Forte,Não,,20,700,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.04222222243629 -9.524999999770644)
BCIM_Pista_Ponto_Pouso_P.41229,41229,Fazenda Duas Âncoras - Seção JAÓ,Não,,40,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-52.036666666742875 -14.857499999411063)
BCIM_Pista_Ponto_Pouso_P.41231,41231,Fazenda Dona Olga,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-61.16861111078436 -13.019722221327894)
BCIM_Pista_Ponto_Pouso_P.41235,41235,Diamantino,Não,,18,1480,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-56.400555555434096 -14.376944443673052)
BCIM_Pista_Ponto_Pouso_P.41237,41237,Dianópolis,Não,,30,1270,Sim,Construída,Sim,Pista de pouso,Público,Piçarra,POINT (-46.850555556006384 -11.616944444434754)
BCIM_Pista_Ponto_Pouso_P.41241,41241,Fazenda Saltos do Poente,Não,,23,700,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.271111110933234 -16.435833332418348)
BCIM_Pista_Ponto_Pouso_P.41243,41243,Favo de Mel,Não,,18,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-59.30555555518826 -15.660833332281147)
BCIM_Pista_Ponto_Pouso_P.41249,41249,Descalvados,Não,,40,1150,Sim,Construída,Sim,Pista de pouso,Público,Grama,POINT (-57.76388888855044 -16.73472222114627)
BCIM_Pista_Ponto_Pouso_P.41259,41259,Estância das Cascatas,Não,,18,1160,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-52.09861111112701 -15.902499999304133)
BCIM_Pista_Ponto_Pouso_P.41261,41261,Fazenda Eldorado,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-49.12166666722099 -7.757222222458281)
BCIM_Pista_Ponto_Pouso_P.41263,41263,Estirão do Equador,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-71.5655555549996 -4.528611110456473)
BCIM_Pista_Ponto_Pouso_P.41265,41265,Fazenda Europa,Não,,18,800,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-51.08333333347352 -14.483333332830822)
BCIM_Pista_Ponto_Pouso_P.41269,41269,Eirunepé,Não,,30,2300,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-69.8830555550032 -6.637499999240199)
BCIM_Pista_Ponto_Pouso_P.41271,41271,Fazenda Marazul,Não,,30,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.918333333113466 -16.53888888792966)
BCIM_Pista_Ponto_Pouso_P.41277,41277,Emal - Empresa de Mineração Aripuanã Ltda,Não,,20,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-54.00333333332599 -14.618888888220571)
BCIM_Pista_Ponto_Pouso_P.41283,41283,Fazenda Marazul III,Não,,25,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-55.986666666439945 -16.591388887920864)
BCIM_Pista_Ponto_Pouso_P.41285,41285,Estância Santana,Não,,30,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.063333333167776 -15.469722221361057)
BCIM_Pista_Ponto_Pouso_P.41287,41287,Fazenda Encantado,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-58.79833333313477 -13.316666665871102)
BCIM_Pista_Ponto_Pouso_P.41291,41291,Fazenda Piraim,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.097499999786976 -16.251666665726454)
BCIM_Pista_Ponto_Pouso_P.41293,41293,Fazenda Felicidade,Não,,30,1500,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-58.63166666632972 -15.842222221188088)
BCIM_Pista_Ponto_Pouso_P.41295,41295,Fazenda Santa Escolastica,Não,,20,900,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-54.458888888731146 -16.846666665753574)
BCIM_Pista_Ponto_Pouso_P.41297,41297,Fazenda Santa Fé,Não,,50,870,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-48.90166666694835 -13.534999999702595)
BCIM_Pista_Ponto_Pouso_P.41299,41299,Fazenda Santa Rita de Cássia,Não,,32,1600,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-56.481111110934876 -15.250277776916173)
BCIM_Pista_Ponto_Pouso_P.41301,41301,Fazenda Pamplona,Não,,30,1200,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-47.617222222414775 -16.250555555054653)
BCIM_Pista_Ponto_Pouso_P.41305,41305,Fazenda Colorado,Não,,23,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-54.84277777763879 -16.16722222135643)
BCIM_Pista_Ponto_Pouso_P.41307,41307,Fazenda Tombador,Não,,18,1293,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-58.04805555549134 -11.716666666067114)
BCIM_Pista_Ponto_Pouso_P.41309,41309,Fazenda Colen,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.11277777773208 -13.314444443792603)
BCIM_Pista_Ponto_Pouso_P.41315,41315,Fazenda Manchete,Não,,20,1200,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-49.98083333376071 -9.746944444454815)
BCIM_Pista_Ponto_Pouso_P.41323,41323,Fazenda Peixe Bravo,Não,,24,1190,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.41722222261422 -10.116944444397989)
BCIM_Pista_Ponto_Pouso_P.41325,41325,Cooperformoso,Não,,20,1020,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-49.677301401652414 -11.8909111492794)
BCIM_Pista_Ponto_Pouso_P.41327,41327,Flores,Não,,30,799,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-60.02111111139441 -3.072777777881992)
BCIM_Pista_Ponto_Pouso_P.41329,41329,Fazenda Bocaina,Não,,30,1100,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.71111111091629 -15.34638888800559)
BCIM_Pista_Ponto_Pouso_P.41333,41333,Fazenda Alvorada,Não,,30,1800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-48.667222222667604 -10.400277777792848)
BCIM_Pista_Ponto_Pouso_P.41335,41335,Formosa,Não,,30,1400,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-47.345277778016666 -15.556111110693124)
BCIM_Pista_Ponto_Pouso_P.41339,41339,Fazenda Santa Márcia,Não,,28,1150,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-52.14249999997598 -16.580833332567522)
BCIM_Pista_Ponto_Pouso_P.41341,41341,Fazenda Jangada,Não,,40,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-51.90888888897869 -14.717222221653781)
BCIM_Pista_Ponto_Pouso_P.41343,41343,São Félix do Araguaia,Não,,30,1450,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-50.70019186722799 -11.644405716735527)
BCIM_Pista_Ponto_Pouso_P.41345,41345,Fazenda Ipê,Não,,24,1190,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.950555555933306 -9.966944444385042)
BCIM_Pista_Ponto_Pouso_P.41347,41347,Serafino Ferruzzi,Não,,25,1460,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.673055555662074 -9.975555555197158)
BCIM_Pista_Ponto_Pouso_P.41351,41351,Fazenda Guanabara,Não,,30,1500,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-57.26766254282047 -14.767373047262325)
BCIM_Pista_Ponto_Pouso_P.41353,41353,Fazenda Pirigara,Não,,23,900,Sim,Construída,Sim,Pista de pouso,Particular,Argila,POINT (-56.47805555527616 -17.007222221187128)
BCIM_Pista_Ponto_Pouso_P.41357,41357,Fazenda Primavera,Não,,18,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-57.619999999699914 -16.23805555453621)
BCIM_Pista_Ponto_Pouso_P.41361,41361,Fazenda Sete Barras,Não,,40,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-51.68861111132546 -12.559722221876712)
BCIM_Pista_Ponto_Pouso_P.41363,41363,Goálcool,Não,,30,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-52.10444444431904 -18.391388887943666)
BCIM_Pista_Ponto_Pouso_P.41365,41365,Ninho das Águias,Não,,18,850,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.81472222206929 -15.48999999915001)
BCIM_Pista_Ponto_Pouso_P.41367,41367,Araguaína,Não,,45,1804,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-48.240833333942355 -7.228333333659661)
BCIM_Pista_Ponto_Pouso_P.41371,41371,Palmeiras de Goiás,Não,,20,1140,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-49.87944444451206 -16.826944443770724)
BCIM_Pista_Ponto_Pouso_P.41373,41373,Fazenda Monte Alegre,Não,,23,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-57.35416666646796 -14.780833332471484)
BCIM_Pista_Ponto_Pouso_P.41379,41379,Fazenda Água Fria,Não,,30,1100,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.05472222251498 -12.39888888864313)
BCIM_Pista_Ponto_Pouso_P.41383,41383,Fazenda Santa Rita do Araguaia,Não,,30,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-51.59861111117627 -15.437777777154116)
BCIM_Pista_Ponto_Pouso_P.41385,41385,Fazenda Guanabara,Não,,30,1500,Sim,Construída,Sim,Pista de pouso,Particular,Asfalto/Concreto Asfáltico,POINT (-57.26722222202928 -14.766944443588585)
BCIM_Pista_Ponto_Pouso_P.41387,41387,Fazenda Boa Esperança Soberbinho,Não,,30,600,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-49.81638888907589 -14.64472222176906)
BCIM_Pista_Ponto_Pouso_P.41393,41393,Fazenda Frigovale I,Não,,20,1050,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-48.333333333786705 -10.48555555557929)
BCIM_Pista_Ponto_Pouso_P.41395,41395,Santa Helena de Goiás,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Público,Asfalto/Concreto Asfáltico,POINT (-50.56722222220013 -17.883888888073738)
BCIM_Pista_Ponto_Pouso_P.41397,41397,Fazenda Bela Vista,Não,,18,1300,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.99111111119626 -10.055555555172626)
BCIM_Pista_Ponto_Pouso_P.41399,41399,Fazenda Marabá,Não,,20,1000,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-55.121666666563875 -15.27499999920789)
BCIM_Pista_Ponto_Pouso_P.41401,41401,Fazenda Nossa Sra. de Fátima,Não,,18,900,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-56.98111111119138 -10.156388888496805)
BCIM_Pista_Ponto_Pouso_P.41407,41407,Fazenda Santa Cruz,Não,,40,1000,Sim,Construída,Sim,Pista de pouso,Particular,Grama,POINT (-59.93916666628837 -15.189166665626933)
BCIM_Pista_Ponto_Pouso_P.41409,41409,Fazenda São João,Não,,20,800,Sim,Construída,Sim,Pista de pouso,Particular,Cascalho,POINT (-50.3869444444212 -18.0533333325103)
